timestamp,road_id,road_name,road_type,lanes,length_km,zones,hour,day_of_week,month,year,is_weekend,is_peak_hour,is_monsoon,is_festival,festival_name,festival_mult,traffic_index,speed_kmph,travel_time_min,temperature,humidity,wind_speed_kmph,rainfall_mm
01-01-2024 20:00,NH48_Bypass,NH-48 Chennai Bypass,NH,6,38,Ambattur_Avadi|Alandur_Guindy|Tambaram_Pallavaram,20,0,1,2024,0,1,0,0,,1,38.5,80,28.5,21.5,80.3,13.9,0.4
01-01-2024 21:00,NH48_Bypass,NH-48 Chennai Bypass,NH,6,38,Ambattur_Avadi|Alandur_Guindy|Tambaram_Pallavaram,21,0,1,2024,0,1,0,0,,1,29.5,79.3,28.8,22.4,78.6,8.8,0.1
01-01-2024 22:00,NH48_Bypass,NH-48 Chennai Bypass,NH,6,38,Ambattur_Avadi|Alandur_Guindy|Tambaram_Pallavaram,22,0,1,2024,0,0,0,0,,1,20.6,78.5,29,24.7,73.8,13.7,0.5
01-01-2024 23:00,NH48_Bypass,NH-48 Chennai Bypass,NH,6,38,Ambattur_Avadi|Alandur_Guindy|Tambaram_Pallavaram,23,0,1,2024,0,0,0,0,,1,4.1,80,28.5,22.5,77.9,11.6,0.9
02-01-2024 00:00,NH48_Bypass,NH-48 Chennai Bypass,NH,6,38,Ambattur_Avadi|Alandur_Guindy|Tambaram_Pallavaram,0,1,1,2024,0,0,0,0,,1,6.9,76.5,29.8,23.3,82.2,14.4,0.7
02-01-2024 01:00,NH48_Bypass,NH-48 Chennai Bypass,NH,6,38,Ambattur_Avadi|Alandur_Guindy|Tambaram_Pallavaram,1,1,1,2024,0,0,0,0,,1,6.8,79.2,28.8,22.7,73,14.3,0.1
02-01-2024 02:00,NH48_Bypass,NH-48 Chennai Bypass,NH,6,38,Ambattur_Avadi|Alandur_Guindy|Tambaram_Pallavaram,2,1,1,2024,0,0,0,0,,1,3.3,80,28.5,22.9,71,10.8,0.3
02-01-2024 03:00,NH48_Bypass,NH-48 Chennai Bypass,NH,6,38,Ambattur_Avadi|Alandur_Guindy|Tambaram_Pallavaram,3,1,1,2024,0,0,0,0,,1,9.3,80,28.5,23,78.5,13.5,0.8
02-01-2024 04:00,NH48_Bypass,NH-48 Chennai Bypass,NH,6,38,Ambattur_Avadi|Alandur_Guindy|Tambaram_Pallavaram,4,1,1,2024,0,0,0,0,,1,2.7,79.4,28.7,23.4,66.1,6.4,0.5
02-01-2024 05:00,NH48_Bypass,NH-48 Chennai Bypass,NH,6,38,Ambattur_Avadi|Alandur_Guindy|Tambaram_Pallavaram,5,1,1,2024,0,0,0,0,,1,6.8,80,28.5,25,86.7,2.2,0.1
02-01-2024 06:00,NH48_Bypass,NH-48 Chennai Bypass,NH,6,38,Ambattur_Avadi|Alandur_Guindy|Tambaram_Pallavaram,6,1,1,2024,0,0,0,0,,1,12.5,79.6,28.6,24.7,82.8,7.5,0.6
02-01-2024 07:00,NH48_Bypass,NH-48 Chennai Bypass,NH,6,38,Ambattur_Avadi|Alandur_Guindy|Tambaram_Pallavaram,7,1,1,2024,0,1,0,0,,1,28.4,77.5,29.4,26.1,72.3,23.4,0.2
02-01-2024 08:00,NH48_Bypass,NH-48 Chennai Bypass,NH,6,38,Ambattur_Avadi|Alandur_Guindy|Tambaram_Pallavaram,8,1,1,2024,0,1,0,0,,1,41.6,80,28.5,26.9,71.7,11,0.3
02-01-2024 09:00,NH48_Bypass,NH-48 Chennai Bypass,NH,6,38,Ambattur_Avadi|Alandur_Guindy|Tambaram_Pallavaram,9,1,1,2024,0,1,0,0,,1,38.5,80,28.5,26.3,71.2,13.9,0
02-01-2024 10:00,NH48_Bypass,NH-48 Chennai Bypass,NH,6,38,Ambattur_Avadi|Alandur_Guindy|Tambaram_Pallavaram,10,1,1,2024,0,1,0,0,,1,33.5,78.6,29,27.3,84.5,22,0.2
02-01-2024 11:00,NH48_Bypass,NH-48 Chennai Bypass,NH,6,38,Ambattur_Avadi|Alandur_Guindy|Tambaram_Pallavaram,11,1,1,2024,0,0,0,0,,1,27,80,28.5,25,71.9,12.3,0.4
02-01-2024 12:00,NH48_Bypass,NH-48 Chennai Bypass,NH,6,38,Ambattur_Avadi|Alandur_Guindy|Tambaram_Pallavaram,12,1,1,2024,0,0,0,0,,1,30.8,80,28.5,24.7,73.2,9.8,0.1
02-01-2024 13:00,NH48_Bypass,NH-48 Chennai Bypass,NH,6,38,Ambattur_Avadi|Alandur_Guindy|Tambaram_Pallavaram,13,1,1,2024,0,0,0,0,,1,21.7,80,28.5,27.5,85.7,5.9,0.6
02-01-2024 14:00,NH48_Bypass,NH-48 Chennai Bypass,NH,6,38,Ambattur_Avadi|Alandur_Guindy|Tambaram_Pallavaram,14,1,1,2024,0,0,0,0,,1,31.2,79.3,28.8,24.3,90,18.9,0.4
02-01-2024 15:00,NH48_Bypass,NH-48 Chennai Bypass,NH,6,38,Ambattur_Avadi|Alandur_Guindy|Tambaram_Pallavaram,15,1,1,2024,0,0,0,0,,1,26.1,76,30,23.8,80.8,16.4,0.1
02-01-2024 16:00,NH48_Bypass,NH-48 Chennai Bypass,NH,6,38,Ambattur_Avadi|Alandur_Guindy|Tambaram_Pallavaram,16,1,1,2024,0,0,0,0,,1,25,80,28.5,22,90.2,2.9,0.2
02-01-2024 17:00,NH48_Bypass,NH-48 Chennai Bypass,NH,6,38,Ambattur_Avadi|Alandur_Guindy|Tambaram_Pallavaram,17,1,1,2024,0,1,0,0,,1,41.1,78.8,28.9,21.3,82.4,7.7,0.3
02-01-2024 18:00,NH48_Bypass,NH-48 Chennai Bypass,NH,6,38,Ambattur_Avadi|Alandur_Guindy|Tambaram_Pallavaram,18,1,1,2024,0,1,0,0,,1,38.8,78.6,29,22.8,85.5,5.2,0.1
02-01-2024 19:00,NH48_Bypass,NH-48 Chennai Bypass,NH,6,38,Ambattur_Avadi|Alandur_Guindy|Tambaram_Pallavaram,19,1,1,2024,0,1,0,0,,1,44.8,80,28.5,22.1,75,12.1,0.2
02-01-2024 20:00,NH48_Bypass,NH-48 Chennai Bypass,NH,6,38,Ambattur_Avadi|Alandur_Guindy|Tambaram_Pallavaram,20,1,1,2024,0,1,0,0,,1,34.1,80,28.5,22.1,69.1,10.8,0.6
02-01-2024 21:00,NH48_Bypass,NH-48 Chennai Bypass,NH,6,38,Ambattur_Avadi|Alandur_Guindy|Tambaram_Pallavaram,21,1,1,2024,0,1,0,0,,1,30.3,80,28.5,23.7,80.7,9.9,0.4
02-01-2024 22:00,NH48_Bypass,NH-48 Chennai Bypass,NH,6,38,Ambattur_Avadi|Alandur_Guindy|Tambaram_Pallavaram,22,1,1,2024,0,0,0,0,,1,23.3,79.3,28.8,23.5,73.2,10.6,0.4
02-01-2024 23:00,NH48_Bypass,NH-48 Chennai Bypass,NH,6,38,Ambattur_Avadi|Alandur_Guindy|Tambaram_Pallavaram,23,1,1,2024,0,0,0,0,,1,4.3,77.1,29.6,22.5,82.5,13.6,0.6
03-01-2024 00:00,NH48_Bypass,NH-48 Chennai Bypass,NH,6,38,Ambattur_Avadi|Alandur_Guindy|Tambaram_Pallavaram,0,2,1,2024,0,0,0,0,,1,6.7,80,28.5,23.1,75.7,9.1,0.4
03-01-2024 01:00,NH48_Bypass,NH-48 Chennai Bypass,NH,6,38,Ambattur_Avadi|Alandur_Guindy|Tambaram_Pallavaram,1,2,1,2024,0,0,0,0,,1,5.7,79.5,28.7,22.9,75,8.5,0.2
03-01-2024 02:00,NH48_Bypass,NH-48 Chennai Bypass,NH,6,38,Ambattur_Avadi|Alandur_Guindy|Tambaram_Pallavaram,2,2,1,2024,0,0,0,0,,1,2,79.2,28.8,24.4,80.9,10,0.3
03-01-2024 03:00,NH48_Bypass,NH-48 Chennai Bypass,NH,6,38,Ambattur_Avadi|Alandur_Guindy|Tambaram_Pallavaram,3,2,1,2024,0,0,0,0,,1,4.5,78.4,29.1,26.2,69.5,18.2,0.9
03-01-2024 04:00,NH48_Bypass,NH-48 Chennai Bypass,NH,6,38,Ambattur_Avadi|Alandur_Guindy|Tambaram_Pallavaram,4,2,1,2024,0,0,0,0,,1,5.1,80,28.5,27,79.8,13.7,0
03-01-2024 05:00,NH48_Bypass,NH-48 Chennai Bypass,NH,6,38,Ambattur_Avadi|Alandur_Guindy|Tambaram_Pallavaram,5,2,1,2024,0,0,0,0,,1,12.3,80,28.5,25.6,83.1,12.9,0.1
03-01-2024 06:00,NH48_Bypass,NH-48 Chennai Bypass,NH,6,38,Ambattur_Avadi|Alandur_Guindy|Tambaram_Pallavaram,6,2,1,2024,0,0,0,0,,1,15.1,79.8,28.6,24.3,85.2,10.7,0.4
03-01-2024 07:00,NH48_Bypass,NH-48 Chennai Bypass,NH,6,38,Ambattur_Avadi|Alandur_Guindy|Tambaram_Pallavaram,7,2,1,2024,0,1,0,0,,1,25.5,79.8,28.6,29.3,82,3.1,0.4
03-01-2024 08:00,NH48_Bypass,NH-48 Chennai Bypass,NH,6,38,Ambattur_Avadi|Alandur_Guindy|Tambaram_Pallavaram,8,2,1,2024,0,1,0,0,,1,39,80,28.5,26.4,81.5,11.9,0.6
03-01-2024 09:00,NH48_Bypass,NH-48 Chennai Bypass,NH,6,38,Ambattur_Avadi|Alandur_Guindy|Tambaram_Pallavaram,9,2,1,2024,0,1,0,0,,1,38.1,80,28.5,27.7,73.3,8,0.1
03-01-2024 10:00,NH48_Bypass,NH-48 Chennai Bypass,NH,6,38,Ambattur_Avadi|Alandur_Guindy|Tambaram_Pallavaram,10,2,1,2024,0,1,0,0,,1,32.1,77.5,29.4,27.5,89.5,10.7,0.4
03-01-2024 11:00,NH48_Bypass,NH-48 Chennai Bypass,NH,6,38,Ambattur_Avadi|Alandur_Guindy|Tambaram_Pallavaram,11,2,1,2024,0,0,0,0,,1,29.8,80,28.5,24.3,71.6,8.2,0.5
03-01-2024 12:00,NH48_Bypass,NH-48 Chennai Bypass,NH,6,38,Ambattur_Avadi|Alandur_Guindy|Tambaram_Pallavaram,12,2,1,2024,0,0,0,0,,1,33.7,78.1,29.2,26.3,78.1,18.7,0.3
03-01-2024 13:00,NH48_Bypass,NH-48 Chennai Bypass,NH,6,38,Ambattur_Avadi|Alandur_Guindy|Tambaram_Pallavaram,13,2,1,2024,0,0,0,0,,1,35.8,77.1,29.6,25.1,78.9,14.8,0.2
03-01-2024 14:00,NH48_Bypass,NH-48 Chennai Bypass,NH,6,38,Ambattur_Avadi|Alandur_Guindy|Tambaram_Pallavaram,14,2,1,2024,0,0,0,0,,1,33,80,28.5,25.2,74.1,12,0.2
03-01-2024 15:00,NH48_Bypass,NH-48 Chennai Bypass,NH,6,38,Ambattur_Avadi|Alandur_Guindy|Tambaram_Pallavaram,15,2,1,2024,0,0,0,0,,1,22.3,78.8,28.9,26,80.5,13.2,0.3
03-01-2024 16:00,NH48_Bypass,NH-48 Chennai Bypass,NH,6,38,Ambattur_Avadi|Alandur_Guindy|Tambaram_Pallavaram,16,2,1,2024,0,0,0,0,,1,26.1,78.9,28.9,22.9,80.1,13,0.5
03-01-2024 17:00,NH48_Bypass,NH-48 Chennai Bypass,NH,6,38,Ambattur_Avadi|Alandur_Guindy|Tambaram_Pallavaram,17,2,1,2024,0,1,0,0,,1,30.5,79.9,28.5,25.5,80.4,10.9,0.6
03-01-2024 18:00,NH48_Bypass,NH-48 Chennai Bypass,NH,6,38,Ambattur_Avadi|Alandur_Guindy|Tambaram_Pallavaram,18,2,1,2024,0,1,0,0,,1,37.9,80,28.5,22.4,91.8,11.3,0.1
03-01-2024 19:00,NH48_Bypass,NH-48 Chennai Bypass,NH,6,38,Ambattur_Avadi|Alandur_Guindy|Tambaram_Pallavaram,19,2,1,2024,0,1,0,0,,1,38.4,80,28.5,21.2,87.3,15.2,0.4
03-01-2024 20:00,NH48_Bypass,NH-48 Chennai Bypass,NH,6,38,Ambattur_Avadi|Alandur_Guindy|Tambaram_Pallavaram,20,2,1,2024,0,1,0,0,,1,33.2,79.2,28.8,22.2,83.7,7.7,1
03-01-2024 21:00,NH48_Bypass,NH-48 Chennai Bypass,NH,6,38,Ambattur_Avadi|Alandur_Guindy|Tambaram_Pallavaram,21,2,1,2024,0,1,0,0,,1,32.8,77.4,29.4,22.6,84.8,7.3,0.6
03-01-2024 22:00,NH48_Bypass,NH-48 Chennai Bypass,NH,6,38,Ambattur_Avadi|Alandur_Guindy|Tambaram_Pallavaram,22,2,1,2024,0,0,0,0,,1,26.6,80,28.5,22.4,79.1,6.7,0.1
03-01-2024 23:00,NH48_Bypass,NH-48 Chennai Bypass,NH,6,38,Ambattur_Avadi|Alandur_Guindy|Tambaram_Pallavaram,23,2,1,2024,0,0,0,0,,1,2,80,28.5,23.4,73.2,12.6,0.9
04-01-2024 00:00,NH48_Bypass,NH-48 Chennai Bypass,NH,6,38,Ambattur_Avadi|Alandur_Guindy|Tambaram_Pallavaram,0,3,1,2024,0,0,0,0,,1,6.6,80,28.5,23.8,76.2,8.8,0.2
04-01-2024 01:00,NH48_Bypass,NH-48 Chennai Bypass,NH,6,38,Ambattur_Avadi|Alandur_Guindy|Tambaram_Pallavaram,1,3,1,2024,0,0,0,0,,1,2,77.4,29.5,25,70.8,6.3,0.7
04-01-2024 02:00,NH48_Bypass,NH-48 Chennai Bypass,NH,6,38,Ambattur_Avadi|Alandur_Guindy|Tambaram_Pallavaram,2,3,1,2024,0,0,0,0,,1,7.5,80,28.5,22,70,19,0
04-01-2024 03:00,NH48_Bypass,NH-48 Chennai Bypass,NH,6,38,Ambattur_Avadi|Alandur_Guindy|Tambaram_Pallavaram,3,3,1,2024,0,0,0,0,,1,6.5,80,28.5,25,89.8,14.3,0.4
04-01-2024 04:00,NH48_Bypass,NH-48 Chennai Bypass,NH,6,38,Ambattur_Avadi|Alandur_Guindy|Tambaram_Pallavaram,4,3,1,2024,0,0,0,0,,1,3.3,80,28.5,24.6,77.8,15.5,0.1
04-01-2024 05:00,NH48_Bypass,NH-48 Chennai Bypass,NH,6,38,Ambattur_Avadi|Alandur_Guindy|Tambaram_Pallavaram,5,3,1,2024,0,0,0,0,,1,6.7,78.6,29,24.5,86.9,14.7,0.2
04-01-2024 06:00,NH48_Bypass,NH-48 Chennai Bypass,NH,6,38,Ambattur_Avadi|Alandur_Guindy|Tambaram_Pallavaram,6,3,1,2024,0,0,0,0,,1,20.7,80,28.5,26,78,7.8,0.1
04-01-2024 07:00,NH48_Bypass,NH-48 Chennai Bypass,NH,6,38,Ambattur_Avadi|Alandur_Guindy|Tambaram_Pallavaram,7,3,1,2024,0,1,0,0,,1,28.1,80,28.5,25.9,91.1,12.9,1
04-01-2024 08:00,NH48_Bypass,NH-48 Chennai Bypass,NH,6,38,Ambattur_Avadi|Alandur_Guindy|Tambaram_Pallavaram,8,3,1,2024,0,1,0,0,,1,35.3,80,28.5,27.9,82.3,11.7,0.5
04-01-2024 09:00,NH48_Bypass,NH-48 Chennai Bypass,NH,6,38,Ambattur_Avadi|Alandur_Guindy|Tambaram_Pallavaram,9,3,1,2024,0,1,0,0,,1,42.8,78.1,29.2,26.6,84.7,8.9,0.3
04-01-2024 10:00,NH48_Bypass,NH-48 Chennai Bypass,NH,6,38,Ambattur_Avadi|Alandur_Guindy|Tambaram_Pallavaram,10,3,1,2024,0,1,0,0,,1,35.6,80,28.5,26.6,79.8,8.7,0.1
04-01-2024 11:00,NH48_Bypass,NH-48 Chennai Bypass,NH,6,38,Ambattur_Avadi|Alandur_Guindy|Tambaram_Pallavaram,11,3,1,2024,0,0,0,0,,1,28.6,80,28.5,25.5,84.8,20.4,0.8
04-01-2024 12:00,NH48_Bypass,NH-48 Chennai Bypass,NH,6,38,Ambattur_Avadi|Alandur_Guindy|Tambaram_Pallavaram,12,3,1,2024,0,0,0,0,,1,30.1,78.4,29.1,25.8,78.4,17,0.2
04-01-2024 13:00,NH48_Bypass,NH-48 Chennai Bypass,NH,6,38,Ambattur_Avadi|Alandur_Guindy|Tambaram_Pallavaram,13,3,1,2024,0,0,0,0,,1,27.8,78.3,29.1,26.1,83.3,10.5,0.6
04-01-2024 14:00,NH48_Bypass,NH-48 Chennai Bypass,NH,6,38,Ambattur_Avadi|Alandur_Guindy|Tambaram_Pallavaram,14,3,1,2024,0,0,0,0,,1,30.6,80,28.5,26.9,76.9,11.8,0.4
04-01-2024 15:00,NH48_Bypass,NH-48 Chennai Bypass,NH,6,38,Ambattur_Avadi|Alandur_Guindy|Tambaram_Pallavaram,15,3,1,2024,0,0,0,0,,1,26.7,80,28.5,25.7,88,5.7,0.1
04-01-2024 16:00,NH48_Bypass,NH-48 Chennai Bypass,NH,6,38,Ambattur_Avadi|Alandur_Guindy|Tambaram_Pallavaram,16,3,1,2024,0,0,0,0,,1,25.8,80,28.5,22.8,75,9.1,0.5
04-01-2024 17:00,NH48_Bypass,NH-48 Chennai Bypass,NH,6,38,Ambattur_Avadi|Alandur_Guindy|Tambaram_Pallavaram,17,3,1,2024,0,1,0,0,,1,35,80,28.5,22.5,83.6,9.2,0.5
04-01-2024 18:00,NH48_Bypass,NH-48 Chennai Bypass,NH,6,38,Ambattur_Avadi|Alandur_Guindy|Tambaram_Pallavaram,18,3,1,2024,0,1,0,0,,1,43.8,77.9,29.3,22.7,81.8,9.6,0.4
04-01-2024 19:00,NH48_Bypass,NH-48 Chennai Bypass,NH,6,38,Ambattur_Avadi|Alandur_Guindy|Tambaram_Pallavaram,19,3,1,2024,0,1,0,0,,1,37.9,80,28.5,22.7,89.5,9.2,0.9
04-01-2024 20:00,NH48_Bypass,NH-48 Chennai Bypass,NH,6,38,Ambattur_Avadi|Alandur_Guindy|Tambaram_Pallavaram,20,3,1,2024,0,1,0,0,,1,35.1,80,28.5,23.4,81.5,13.9,0.7
04-01-2024 21:00,NH48_Bypass,NH-48 Chennai Bypass,NH,6,38,Ambattur_Avadi|Alandur_Guindy|Tambaram_Pallavaram,21,3,1,2024,0,1,0,0,,1,31.6,79.8,28.6,22,88.5,9.6,0.2
04-01-2024 22:00,NH48_Bypass,NH-48 Chennai Bypass,NH,6,38,Ambattur_Avadi|Alandur_Guindy|Tambaram_Pallavaram,22,3,1,2024,0,0,0,0,,1,22.8,76.9,29.6,23.9,77.2,12.9,0.5
04-01-2024 23:00,NH48_Bypass,NH-48 Chennai Bypass,NH,6,38,Ambattur_Avadi|Alandur_Guindy|Tambaram_Pallavaram,23,3,1,2024,0,0,0,0,,1,4.1,80,28.5,22.2,93.4,14.3,0.8
05-01-2024 00:00,NH48_Bypass,NH-48 Chennai Bypass,NH,6,38,Ambattur_Avadi|Alandur_Guindy|Tambaram_Pallavaram,0,4,1,2024,0,0,0,0,,1,6.4,77.5,29.4,23.1,72.8,9.1,0.2
05-01-2024 01:00,NH48_Bypass,NH-48 Chennai Bypass,NH,6,38,Ambattur_Avadi|Alandur_Guindy|Tambaram_Pallavaram,1,4,1,2024,0,0,0,0,,1,6.3,80,28.5,24.7,81.7,5.3,0.7
05-01-2024 02:00,NH48_Bypass,NH-48 Chennai Bypass,NH,6,38,Ambattur_Avadi|Alandur_Guindy|Tambaram_Pallavaram,2,4,1,2024,0,0,0,0,,1,2.6,80,28.5,25.3,89.9,9.3,0.7
05-01-2024 03:00,NH48_Bypass,NH-48 Chennai Bypass,NH,6,38,Ambattur_Avadi|Alandur_Guindy|Tambaram_Pallavaram,3,4,1,2024,0,0,0,0,,1,5.9,77.7,29.3,25.3,74.4,10.5,0.5
05-01-2024 04:00,NH48_Bypass,NH-48 Chennai Bypass,NH,6,38,Ambattur_Avadi|Alandur_Guindy|Tambaram_Pallavaram,4,4,1,2024,0,0,0,0,,1,6.9,80,28.5,27.1,72.1,10.6,0.3
05-01-2024 05:00,NH48_Bypass,NH-48 Chennai Bypass,NH,6,38,Ambattur_Avadi|Alandur_Guindy|Tambaram_Pallavaram,5,4,1,2024,0,0,0,0,,1,9.5,80,28.5,27.3,84.2,10.8,0.7
05-01-2024 06:00,NH48_Bypass,NH-48 Chennai Bypass,NH,6,38,Ambattur_Avadi|Alandur_Guindy|Tambaram_Pallavaram,6,4,1,2024,0,0,0,0,,1,9.3,78.1,29.2,26.8,81.7,15.5,0.5
05-01-2024 07:00,NH48_Bypass,NH-48 Chennai Bypass,NH,6,38,Ambattur_Avadi|Alandur_Guindy|Tambaram_Pallavaram,7,4,1,2024,0,1,0,0,,1,34,80,28.5,26.4,81.1,15.4,0.8
05-01-2024 08:00,NH48_Bypass,NH-48 Chennai Bypass,NH,6,38,Ambattur_Avadi|Alandur_Guindy|Tambaram_Pallavaram,8,4,1,2024,0,1,0,0,,1,40.6,80,28.5,26.2,86.5,13.6,0
05-01-2024 09:00,NH48_Bypass,NH-48 Chennai Bypass,NH,6,38,Ambattur_Avadi|Alandur_Guindy|Tambaram_Pallavaram,9,4,1,2024,0,1,0,0,,1,40.7,80,28.5,28.2,77.1,12.4,0
05-01-2024 10:00,NH48_Bypass,NH-48 Chennai Bypass,NH,6,38,Ambattur_Avadi|Alandur_Guindy|Tambaram_Pallavaram,10,4,1,2024,0,1,0,0,,1,35.6,80,28.5,26.5,78.8,16.2,0.2
05-01-2024 11:00,NH48_Bypass,NH-48 Chennai Bypass,NH,6,38,Ambattur_Avadi|Alandur_Guindy|Tambaram_Pallavaram,11,4,1,2024,0,0,0,0,,1,24.7,80,28.5,26,86.2,10,0.1
05-01-2024 12:00,NH48_Bypass,NH-48 Chennai Bypass,NH,6,38,Ambattur_Avadi|Alandur_Guindy|Tambaram_Pallavaram,12,4,1,2024,0,0,0,0,,1,28.2,79.4,28.7,26.9,78.4,14,0.3
05-01-2024 13:00,NH48_Bypass,NH-48 Chennai Bypass,NH,6,38,Ambattur_Avadi|Alandur_Guindy|Tambaram_Pallavaram,13,4,1,2024,0,0,0,0,,1,29.2,80,28.5,24.7,76.3,7.1,0.7
05-01-2024 14:00,NH48_Bypass,NH-48 Chennai Bypass,NH,6,38,Ambattur_Avadi|Alandur_Guindy|Tambaram_Pallavaram,14,4,1,2024,0,0,0,0,,1,39,76.2,29.9,24.3,82.6,0.9,0.4
05-01-2024 15:00,NH48_Bypass,NH-48 Chennai Bypass,NH,6,38,Ambattur_Avadi|Alandur_Guindy|Tambaram_Pallavaram,15,4,1,2024,0,0,0,0,,1,28.2,76.7,29.7,22.3,82.1,6,0
05-01-2024 16:00,NH48_Bypass,NH-48 Chennai Bypass,NH,6,38,Ambattur_Avadi|Alandur_Guindy|Tambaram_Pallavaram,16,4,1,2024,0,0,0,0,,1,24.1,80,28.5,23.6,73.1,10.7,0.5
